# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
3.392920,-0.083122,0.000000,0.000000,-0.007697,0.076277,-0.028289,0.000300,0.000534,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.029654,0.000000,0.000000,-0.146503,-0.063256,0.115159,-0.036159,0.003397,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,0.228261,-0.578209,-0.217867,0.483355,0.156694,-0.261244,0.077959,-0.007176,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.066711,0.093054,-0.680273,-0.236752,0.663334,-0.292860,0.048686,-0.002693,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,-0.272071,-0.296854,0.700377,0.152172,-0.460236,0.169495,-0.019449,0.000262,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.134878,-0.528823,-0.308532,0.593429,0.047307,-0.193894,0.059556,-0.005408,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,-0.369037,0.442147,0.473725,-0.560539,-0.138935,0.224304,-0.062068,0.005309,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.350381,-0.294303,0.590643,0.354632,-0.514816,0.156644,-0.012853,-0.000394,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,-0.072714,0.470456,-0.464947,-0.483466,0.477265,-0.102183,-0.001966,0.001649,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.135866,0.444115,0.557620,-0.466027,-0.216400,0.229762,-0.057323,0.004555,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,0.124872,-0.222197,-0.673594,0.341479,0.362562,-0.278436,0.063730,-0.004830,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.344098,0.559214,-0.333417,-0.606634,0.448123,-0.061764,-0.012057,0.002427,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,0.029708,-0.500975,0.166961,0.588802,-0.271441,-0.039085,0.033495,-0.004024,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.489918,-0.181780,-0.735124,0.201440,0.453826,-0.287065,0.060003,-0.004214,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,-0.026071,0.050430,0.731298,-0.093971,-0.448376,0.241191,-0.044305,0.002672,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.071258,-0.649672,0.021519,0.639980,-0.194074,-0.090212,0.044325,-0.004796,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,0.161448,0.539115,0.169868,-0.629896,0.060689,0.149577,-0.052818,0.005070,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.374166,-0.134295,0.720404,0.001307,-0.441388,0.208805,-0.034676,0.001860,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.392920,0.305654,0.179348,-0.748653,-0.331338,0.819063,-0.388736,0.074639,-0.005188,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.364113,0.513990,0.439575,-0.410513,-0.590769,0.577111,-0.166503,0.015898,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
